,data_type,garnet_formula
2235,mixed,TmCa2Zr2Ga3O12
2236,mixed,TmCa2Zr2Ga3O12
2237,mixed,TmCa2Zr2Ga3O12
2238,mixed,TmCa2Zr2Ga3O12
2239,mixed,TmCa2Zr2Ga3O12
2240,mixed,CaBa2Sc2Si3O12
2241,mixed,CaBa2Sc2Si3O12
2242,mixed,CaBa2Sc2Si3O12
2243,mixed,CaBa2Sc2Si3O12
2244,mixed,CaBa2Sc2Si3O12
2245,mixed,CaBa2Sc2Si3O12
2246,mixed,CaBa2Sc2Si3O12
2247,mixed,CaBa2Sc2Si3O12
2248,mixed,CaBa2Sc2Si3O12
2249,mixed,CaBa2Sc2Si3O12
2250,mixed,CaBa2Sc2Si3O12
2251,mixed,CaBa2Sc2Si3O12
2252,mixed,CaBa2Sc2Si3O12
2253,mixed,CaBa2Sc2Si3O12
2254,mixed,CaBa2Sc2Si3O12
2255,mixed,CaBa2Sc2Si3O12
2256,mixed,CaBa2Sc2Si3O12
2257,mixed,CaBa2Sc2Si3O12
2258,mixed,CaBa2Sc2Si3O12
2259,mixed,CaBa2Sc2Si3O12
2260,mixed,SmBa2Ge2Ga3O12
2261,mixed,SmBa2Ge2Ga3O12
2262,mixed,SmBa2Ge2Ga3O12
2263,mixed,SmBa2Ge2Ga3O12
2264,mixed,SmBa2Ge2Ga3O12
2265,mixed,SmBa2Ge2Ga3O12
2266,mixed,SmBa2Ge2Ga3O12
2267,mixed,SmBa2Ge2Ga3O12
2268,mixed,SmBa2Ge2Ga3O12
2269,mixed,SmBa2Ge2Ga3O12
2270,mixed,SmBa2Ge2Ga3O12
2271,mixed,SmBa2Ge2Ga3O12
2272,mixed,SmBa2Ge2Ga3O12
2273,mixed,SmBa2Ge2Ga3O12
2274,mixed,SmBa2Ge2Ga3O12
2275,mixed,SmBa2Ge2Ga3O12
2276,mixed,SmBa2Ge2Ga3O12
2277,mixed,SmBa2Ge2Ga3O12
2278,mixed,SmBa2Ge2Ga3O12
2279,mixed,SmBa2Ge2Ga3O12
2280,mixed,LaZr2Nb2Li3O12
2281,mixed,LaZr2Nb2Li3O12
2282,mixed,LaZr2Nb2Li3O12
2283,mixed,LaZr2Nb2Li3O12
2284,mixed,LaZr2Nb2Li3O12
2285,mixed,LaZr2Nb2Li3O12
2286,mixed,LaZr2Nb2Li3O12
2287,mixed,LaZr2Nb2Li3O12
2288,mixed,LaZr2Nb2Li3O12
2289,mixed,LaZr2Nb2Li3O12
2290,mixed,LaZr2Nb2Li3O12
2291,mixed,LaZr2Nb2Li3O12
2292,mixed,LaZr2Nb2Li3O12
2293,mixed,LaZr2Nb2Li3O12
2294,mixed,LaZr2Nb2Li3O12
2295,mixed,LaZr2Nb2Li3O12
2296,mixed,LaZr2Nb2Li3O12
2297,mixed,LaZr2Nb2Li3O12
2298,mixed,LaZr2Nb2Li3O12
2299,mixed,LaZr2Nb2Li3O12
2300,mixed,LaCa2Sn2Al3O12
2301,mixed,LaCa2Sn2Al3O12
2302,mixed,LaCa2Sn2Al3O12
2303,mixed,LaCa2Sn2Al3O12
2304,mixed,LaCa2Sn2Al3O12
2305,mixed,LaCa2Sn2Al3O12
2306,mixed,LaCa2Sn2Al3O12
2307,mixed,LaCa2Sn2Al3O12
2308,mixed,LaCa2Sn2Al3O12
2309,mixed,LaCa2Sn2Al3O12
2310,mixed,LaCa2Sn2Al3O12
2311,mixed,LaCa2Sn2Al3O12
2312,mixed,LaCa2Sn2Al3O12
2313,mixed,LaCa2Sn2Al3O12
2314,mixed,LaCa2Sn2Al3O12
2315,mixed,LaCa2Sn2Al3O12
2316,mixed,LaCa2Sn2Al3O12
2317,mixed,LaCa2Sn2Al3O12
2318,mixed,LaCa2Sn2Al3O12
2319,mixed,LaCa2Sn2Al3O12
2320,mixed,LuZn2Li2P3O12
2321,mixed,LuZn2Li2P3O12
2322,mixed,LuZn2Li2P3O12
2323,mixed,LuZn2Li2P3O12
2324,mixed,LuZn2Li2P3O12
2325,mixed,LuZn2Li2P3O12
2326,mixed,LuZn2Li2P3O12
2327,mixed,LuZn2Li2P3O12
2328,mixed,LuZn2Li2P3O12
2329,mixed,LuZn2Li2P3O12
2330,mixed,LuZn2Li2P3O12
2331,mixed,LuZn2Li2P3O12
2332,mixed,LuZn2Li2P3O12
2333,mixed,LuZn2Li2P3O12
2334,mixed,LuZn2Li2P3O12
2335,mixed,LuZn2Li2P3O12
2336,mixed,LuZn2Li2P3O12
2337,mixed,LuZn2Li2P3O12
2338,mixed,LuZn2Li2P3O12
2339,mixed,LuZn2Li2P3O12
2340,mixed,PrMg2Zr2Al3O12
2341,mixed,PrMg2Zr2Al3O12
2342,mixed,PrMg2Zr2Al3O12
2343,mixed,PrMg2Zr2Al3O12
2344,mixed,PrMg2Zr2Al3O12
2345,mixed,PrMg2Zr2Al3O12
2346,mixed,PrMg2Zr2Al3O12
2347,mixed,PrMg2Zr2Al3O12
2348,mixed,PrMg2Zr2Al3O12
2349,mixed,PrMg2Zr2Al3O12
2350,mixed,PrMg2Zr2Al3O12
2351,mixed,PrMg2Zr2Al3O12
2352,mixed,PrMg2Zr2Al3O12
2353,mixed,PrMg2Zr2Al3O12
2354,mixed,PrMg2Zr2Al3O12
2355,mixed,PrMg2Zr2Al3O12
2356,mixed,PrMg2Zr2Al3O12
2357,mixed,PrMg2Zr2Al3O12
2358,mixed,PrMg2Zr2Al3O12
2359,mixed,PrMg2Zr2Al3O12
2360,mixed,NdZr2Ta2Li3O12
2361,mixed,NdZr2Ta2Li3O12
2362,mixed,NdZr2Ta2Li3O12
2363,mixed,NdZr2Ta2Li3O12
2364,mixed,NdZr2Ta2Li3O12
2365,mixed,NdZr2Ta2Li3O12
2366,mixed,NdZr2Ta2Li3O12
2367,mixed,NdZr2Ta2Li3O12
2368,mixed,NdZr2Ta2Li3O12
2369,mixed,NdZr2Ta2Li3O12
2370,mixed,NdZr2Ta2Li3O12
2371,mixed,NdZr2Ta2Li3O12
2372,mixed,NdZr2Ta2Li3O12
2373,mixed,NdZr2Ta2Li3O12
2374,mixed,NdZr2Ta2Li3O12
2375,mixed,NdZr2Ta2Li3O12
2376,mixed,NdZr2Ta2Li3O12
2377,mixed,NdZr2Ta2Li3O12
2378,mixed,NdZr2Ta2Li3O12
2379,mixed,NdZr2Ta2Li3O12
2380,mixed,NdZn2Ge2Al3O12
2381,mixed,NdZn2Ge2Al3O12
2382,mixed,NdZn2Ge2Al3O12
2383,mixed,NdZn2Ge2Al3O12
2384,mixed,NdZn2Ge2Al3O12
2385,mixed,NdZn2Ge2Al3O12
2386,mixed,NdZn2Ge2Al3O12
2387,mixed,NdZn2Ge2Al3O12
2388,mixed,NdZn2Ge2Al3O12
2389,mixed,NdZn2Ge2Al3O12
2390,mixed,NdZn2Ge2Al3O12
2391,mixed,NdZn2Ge2Al3O12
2392,mixed,NdZn2Ge2Al3O12
2393,mixed,NdZn2Ge2Al3O12
2394,mixed,NdZn2Ge2Al3O12
2395,mixed,NdZn2Ge2Al3O12
2396,mixed,NdZn2Ge2Al3O12
2397,mixed,NdZn2Ge2Al3O12
2398,mixed,NdZn2Ge2Al3O12
2399,mixed,NdZn2Ge2Al3O12
2400,mixed,CaBa2Al2Si3O12
2401,mixed,CaBa2Al2Si3O12
2402,mixed,CaBa2Al2Si3O12
2403,mixed,CaBa2Al2Si3O12
2404,mixed,CaBa2Al2Si3O12
2405,mixed,CaBa2Al2Si3O12
2406,mixed,CaBa2Al2Si3O12
2407,mixed,CaBa2Al2Si3O12
2408,mixed,CaBa2Al2Si3O12
2409,mixed,CaBa2Al2Si3O12
2410,mixed,CaBa2Al2Si3O12
2411,mixed,CaBa2Al2Si3O12
2412,mixed,CaBa2Al2Si3O12
2413,mixed,CaBa2Al2Si3O12
2414,mixed,CaBa2Al2Si3O12
2415,mixed,CaBa2Al2Si3O12
2416,mixed,CaBa2Al2Si3O12
2417,mixed,CaBa2Al2Si3O12
2418,mixed,CaBa2Al2Si3O12
2419,mixed,CaBa2Al2Si3O12
2420,mixed,SmNa2Nb2Al3O12
2421,mixed,SmNa2Nb2Al3O12
2422,mixed,SmNa2Nb2Al3O12
2423,mixed,SmNa2Nb2Al3O12
2424,mixed,SmNa2Nb2Al3O12
2425,mixed,SmNa2Nb2Al3O12
2426,mixed,SmNa2Nb2Al3O12
2427,mixed,SmNa2Nb2Al3O12
2428,mixed,SmNa2Nb2Al3O12
2429,mixed,SmNa2Nb2Al3O12
2430,mixed,SmNa2Nb2Al3O12
2431,mixed,SmNa2Nb2Al3O12
2432,mixed,SmNa2Nb2Al3O12
2433,mixed,SmNa2Nb2Al3O12
2434,mixed,SmNa2Nb2Al3O12
2435,mixed,SmNa2Nb2Al3O12
2436,mixed,SmNa2Nb2Al3O12
2437,mixed,SmNa2Nb2Al3O12
2438,mixed,SmNa2Nb2Al3O12
2439,mixed,SmNa2Nb2Al3O12
2440,mixed,SrBi2Mg2Si3O12
2441,mixed,SrBi2Mg2Si3O12
2442,mixed,SrBi2Mg2Si3O12
2443,mixed,SrBi2Mg2Si3O12
2444,mixed,SrBi2Mg2Si3O12
2445,mixed,SrBi2Mg2Si3O12
2446,mixed,SrBi2Mg2Si3O12
2447,mixed,SrBi2Mg2Si3O12
2448,mixed,SrBi2Mg2Si3O12
2449,mixed,SrBi2Mg2Si3O12
2450,mixed,SrBi2Mg2Si3O12
2451,mixed,SrBi2Mg2Si3O12
2452,mixed,SrBi2Mg2Si3O12
2453,mixed,SrBi2Mg2Si3O12
2454,mixed,SrBi2Mg2Si3O12
2455,mixed,SrBi2Mg2Si3O12
2456,mixed,SrBi2Mg2Si3O12
2457,mixed,SrBi2Mg2Si3O12
2458,mixed,SrBi2Mg2Si3O12
2459,mixed,SrBi2Mg2Si3O12
2460,mixed,NdSr2Zr2Ga3O12
2461,mixed,NdSr2Zr2Ga3O12
2462,mixed,NdSr2Zr2Ga3O12
2463,mixed,NdSr2Zr2Ga3O12
2464,mixed,NdSr2Zr2Ga3O12
2465,mixed,NdSr2Zr2Ga3O12
2466,mixed,NdSr2Zr2Ga3O12
2467,mixed,NdSr2Zr2Ga3O12
2468,mixed,NdSr2Zr2Ga3O12
2469,mixed,NdSr2Zr2Ga3O12
2470,mixed,NdSr2Zr2Ga3O12
2471,mixed,NdSr2Zr2Ga3O12
2472,mixed,NdSr2Zr2Ga3O12
2473,mixed,NdSr2Zr2Ga3O12
2474,mixed,NdSr2Zr2Ga3O12
2475,mixed,NdSr2Zr2Ga3O12
2476,mixed,NdSr2Zr2Ga3O12
2477,mixed,NdSr2Zr2Ga3O12
2478,mixed,NdSr2Zr2Ga3O12
2479,mixed,NdSr2Zr2Ga3O12
2480,mixed,NdMg2Zr2Al3O12
2481,mixed,NdMg2Zr2Al3O12
2482,mixed,NdMg2Zr2Al3O12
2483,mixed,NdMg2Zr2Al3O12
2484,mixed,NdMg2Zr2Al3O12
2485,mixed,NdMg2Zr2Al3O12
2486,mixed,NdMg2Zr2Al3O12
2487,mixed,NdMg2Zr2Al3O12
2488,mixed,NdMg2Zr2Al3O12
2489,mixed,NdMg2Zr2Al3O12
2490,mixed,NdMg2Zr2Al3O12
2491,mixed,NdMg2Zr2Al3O12
2492,mixed,NdMg2Zr2Al3O12
2493,mixed,NdMg2Zr2Al3O12
2494,mixed,NdMg2Zr2Al3O12
2495,mixed,NdMg2Zr2Al3O12
2496,mixed,NdMg2Zr2Al3O12
2497,mixed,NdMg2Zr2Al3O12
2498,mixed,NdMg2Zr2Al3O12
2499,mixed,NdMg2Zr2Al3O12
2500,mixed,NaSr2Ta2Al3O12
2501,mixed,NaSr2Ta2Al3O12
2502,mixed,NaSr2Ta2Al3O12
2503,mixed,NaSr2Ta2Al3O12
2504,mixed,NaSr2Ta2Al3O12
2505,mixed,NaSr2Ta2Al3O12
2506,mixed,NaSr2Ta2Al3O12
2507,mixed,NaSr2Ta2Al3O12
2508,mixed,NaSr2Ta2Al3O12
2509,mixed,NaSr2Ta2Al3O12
2510,mixed,NaSr2Ta2Al3O12
2511,mixed,NaSr2Ta2Al3O12
2512,mixed,NaSr2Ta2Al3O12
2513,mixed,NaSr2Ta2Al3O12
2514,mixed,NaSr2Ta2Al3O12
2515,mixed,NaSr2Ta2Al3O12
2516,mixed,NaSr2Ta2Al3O12
2517,mixed,NaSr2Ta2Al3O12
2518,mixed,NaSr2Ta2Al3O12
2519,mixed,NaSr2Ta2Al3O12
2520,mixed,TmBi2In2Ga3O12
2521,mixed,TmBi2In2Ga3O12
2522,mixed,TmBi2In2Ga3O12
2523,mixed,TmBi2In2Ga3O12
2524,mixed,TmBi2In2Ga3O12
2525,mixed,TmBi2In2Ga3O12
2526,mixed,TmBi2In2Ga3O12
2527,mixed,TmBi2In2Ga3O12
2528,mixed,TmBi2In2Ga3O12
2529,mixed,TmBi2In2Ga3O12
2530,mixed,TmBi2In2Ga3O12
2531,mixed,TmBi2In2Ga3O12
2532,mixed,TmBi2In2Ga3O12
2533,mixed,TmBi2In2Ga3O12
2534,mixed,TmBi2In2Ga3O12
2535,mixed,TmBi2In2Ga3O12
2536,mixed,TmBi2In2Ga3O12
2537,mixed,TmBi2In2Ga3O12
2538,mixed,TmBi2In2Ga3O12
2539,mixed,TmBi2In2Ga3O12
2540,mixed,SrY2Zn2Sn3O12
2541,mixed,SrY2Zn2Sn3O12
2542,mixed,SrY2Zn2Sn3O12
2543,mixed,SrY2Zn2Sn3O12
2544,mixed,SrY2Zn2Sn3O12
2545,mixed,SrY2Zn2Sn3O12
2546,mixed,SrY2Zn2Sn3O12
2547,mixed,SrY2Zn2Sn3O12
2548,mixed,SrY2Zn2Sn3O12
2549,mixed,SrY2Zn2Sn3O12
2550,mixed,SrY2Zn2Sn3O12
2551,mixed,SrY2Zn2Sn3O12
2552,mixed,SrY2Zn2Sn3O12
2553,mixed,SrY2Zn2Sn3O12
2554,mixed,SrY2Zn2Sn3O12
2555,mixed,SrY2Zn2Sn3O12
2556,mixed,SrY2Zn2Sn3O12
2557,mixed,SrY2Zn2Sn3O12
2558,mixed,SrY2Zn2Sn3O12
2559,mixed,SrY2Zn2Sn3O12
2560,mixed,TbBi2Ga2Ga3O12
2561,mixed,TbBi2Ga2Ga3O12
2562,mixed,TbBi2Ga2Ga3O12
2563,mixed,TbBi2Ga2Ga3O12
2564,mixed,TbBi2Ga2Ga3O12
2565,mixed,TbBi2Ga2Ga3O12
2566,mixed,TbBi2Ga2Ga3O12
2567,mixed,TbBi2Ga2Ga3O12
2568,mixed,TbBi2Ga2Ga3O12
2569,mixed,TbBi2Ga2Ga3O12
2570,mixed,TbBi2Ga2Ga3O12
2571,mixed,TbBi2Ga2Ga3O12
2572,mixed,TbBi2Ga2Ga3O12
2573,mixed,TbBi2Ga2Ga3O12
2574,mixed,TbBi2Ga2Ga3O12
2575,mixed,TbBi2Ga2Ga3O12
2576,mixed,TbBi2Ga2Ga3O12
2577,mixed,TbBi2Ga2Ga3O12
2578,mixed,TbBi2Ga2Ga3O12
2579,mixed,TbBi2Ga2Ga3O12
2580,mixed,BiZr2Nb2Li3O12
2581,mixed,BiZr2Nb2Li3O12
2582,mixed,BiZr2Nb2Li3O12
2583,mixed,BiZr2Nb2Li3O12
2584,mixed,BiZr2Nb2Li3O12
2585,mixed,BiZr2Nb2Li3O12
2586,mixed,BiZr2Nb2Li3O12
2587,mixed,BiZr2Nb2Li3O12
2588,mixed,BiZr2Nb2Li3O12
2589,mixed,BiZr2Nb2Li3O12
2590,mixed,BiZr2Nb2Li3O12
2591,mixed,BiZr2Nb2Li3O12
2592,mixed,BiZr2Nb2Li3O12
2593,mixed,BiZr2Nb2Li3O12
2594,mixed,BiZr2Nb2Li3O12
2595,mixed,BiZr2Nb2Li3O12
2596,mixed,BiZr2Nb2Li3O12
2597,mixed,BiZr2Nb2Li3O12
2598,mixed,BiZr2Nb2Li3O12
2599,mixed,BiZr2Nb2Li3O12
2600,mixed,TmBa2Ge2Al3O12
2601,mixed,TmBa2Ge2Al3O12
2602,mixed,TmBa2Ge2Al3O12
2603,mixed,TmBa2Ge2Al3O12
2604,mixed,TmBa2Ge2Al3O12
2605,mixed,TmBa2Ge2Al3O12
2606,mixed,TmBa2Ge2Al3O12
2607,mixed,TmBa2Ge2Al3O12
2608,mixed,TmBa2Ge2Al3O12
2609,mixed,TmBa2Ge2Al3O12
2610,mixed,TmBa2Ge2Al3O12
2611,mixed,TmBa2Ge2Al3O12
2612,mixed,TmBa2Ge2Al3O12
2613,mixed,TmBa2Ge2Al3O12
2614,mixed,TmBa2Ge2Al3O12
2615,mixed,TmBa2Ge2Al3O12
2616,mixed,TmBa2Ge2Al3O12
2617,mixed,TmBa2Ge2Al3O12
2618,mixed,TmBa2Ge2Al3O12
2619,mixed,TmBa2Ge2Al3O12
2620,mixed,BaBi2Zn2Si3O12
2621,mixed,BaBi2Zn2Si3O12
2622,mixed,BaBi2Zn2Si3O12
2623,mixed,BaBi2Zn2Si3O12
2624,mixed,BaBi2Zn2Si3O12
2625,mixed,BaBi2Zn2Si3O12
2626,mixed,BaBi2Zn2Si3O12
2627,mixed,BaBi2Zn2Si3O12
2628,mixed,BaBi2Zn2Si3O12
2629,mixed,BaBi2Zn2Si3O12
2630,mixed,BaBi2Zn2Si3O12
2631,mixed,BaBi2Zn2Si3O12
2632,mixed,BaBi2Zn2Si3O12
2633,mixed,BaBi2Zn2Si3O12
2634,mixed,BaBi2Zn2Si3O12
2635,mixed,BaBi2Zn2Si3O12
2636,mixed,BaBi2Zn2Si3O12
2637,mixed,BaBi2Zn2Si3O12
2638,mixed,BaBi2Zn2Si3O12
2639,mixed,BaBi2Zn2Si3O12
2640,mixed,NaMg2Ta2Al3O12
2641,mixed,NaMg2Ta2Al3O12
2642,mixed,NaMg2Ta2Al3O12
2643,mixed,NaMg2Ta2Al3O12
2644,mixed,NaMg2Ta2Al3O12
2645,mixed,NaMg2Ta2Al3O12
2646,mixed,NaMg2Ta2Al3O12
2647,mixed,NaMg2Ta2Al3O12
2648,mixed,NaMg2Ta2Al3O12
2649,mixed,NaMg2Ta2Al3O12
2650,mixed,NaMg2Ta2Al3O12
2651,mixed,NaMg2Ta2Al3O12
2652,mixed,NaMg2Ta2Al3O12
2653,mixed,NaMg2Ta2Al3O12
2654,mixed,NaMg2Ta2Al3O12
2655,mixed,NaMg2Ta2Al3O12
2656,mixed,NaMg2Ta2Al3O12
2657,mixed,NaMg2Ta2Al3O12
2658,mixed,NaMg2Ta2Al3O12
2659,mixed,NaMg2Ta2Al3O12
2660,mixed,PrSr2Zr2Ga3O12
2661,mixed,PrSr2Zr2Ga3O12
2662,mixed,PrSr2Zr2Ga3O12
2663,mixed,PrSr2Zr2Ga3O12
2664,mixed,PrSr2Zr2Ga3O12
2665,mixed,PrSr2Zr2Ga3O12
2666,mixed,PrSr2Zr2Ga3O12
2667,mixed,PrSr2Zr2Ga3O12
2668,mixed,PrSr2Zr2Ga3O12
2669,mixed,PrSr2Zr2Ga3O12
2670,mixed,PrSr2Zr2Ga3O12
2671,mixed,PrSr2Zr2Ga3O12
2672,mixed,PrSr2Zr2Ga3O12
2673,mixed,PrSr2Zr2Ga3O12
2674,mixed,PrSr2Zr2Ga3O12
2675,mixed,PrSr2Zr2Ga3O12
2676,mixed,PrSr2Zr2Ga3O12
2677,mixed,PrSr2Zr2Ga3O12
2678,mixed,PrSr2Zr2Ga3O12
2679,mixed,PrSr2Zr2Ga3O12
2680,mixed,PrBa2Ge2Al3O12
2681,mixed,PrBa2Ge2Al3O12
2682,mixed,PrBa2Ge2Al3O12
2683,mixed,PrBa2Ge2Al3O12
2684,mixed,PrBa2Ge2Al3O12
2685,mixed,PrBa2Ge2Al3O12
2686,mixed,PrBa2Ge2Al3O12
2687,mixed,PrBa2Ge2Al3O12
2688,mixed,PrBa2Ge2Al3O12
2689,mixed,PrBa2Ge2Al3O12
2690,mixed,PrBa2Ge2Al3O12
2691,mixed,PrBa2Ge2Al3O12
2692,mixed,PrBa2Ge2Al3O12
2693,mixed,PrBa2Ge2Al3O12
2694,mixed,PrBa2Ge2Al3O12
2695,mixed,PrBa2Ge2Al3O12
2696,mixed,PrBa2Ge2Al3O12
2697,mixed,PrBa2Ge2Al3O12
2698,mixed,PrBa2Ge2Al3O12
2699,mixed,PrBa2Ge2Al3O12
2700,mixed,NdZr2Mg2Ga3O12
2701,mixed,NdZr2Mg2Ga3O12
2702,mixed,NdZr2Mg2Ga3O12
2703,mixed,NdZr2Mg2Ga3O12
2704,mixed,NdZr2Mg2Ga3O12
2705,mixed,NdZr2Mg2Ga3O12
2706,mixed,NdZr2Mg2Ga3O12
2707,mixed,NdZr2Mg2Ga3O12
2708,mixed,NdZr2Mg2Ga3O12
2709,mixed,NdZr2Mg2Ga3O12
2710,mixed,NdZr2Mg2Ga3O12
2711,mixed,NdZr2Mg2Ga3O12
2712,mixed,NdZr2Mg2Ga3O12
2713,mixed,NdZr2Mg2Ga3O12
2714,mixed,NdZr2Mg2Ga3O12
2715,mixed,NdZr2Mg2Ga3O12
2716,mixed,NdZr2Mg2Ga3O12
2717,mixed,NdZr2Mg2Ga3O12
2718,mixed,NdZr2Mg2Ga3O12
2719,mixed,NdZr2Mg2Ga3O12
2720,mixed,BiY2Al2Al3O12
2721,mixed,BiY2Al2Al3O12
2722,mixed,BiY2Al2Al3O12
2723,mixed,BiY2Al2Al3O12
2724,mixed,BiY2Al2Al3O12
2725,mixed,BiY2Al2Al3O12
2726,mixed,BiY2Al2Al3O12
2727,mixed,BiY2Al2Al3O12
2728,mixed,BiY2Al2Al3O12
2729,mixed,BiY2Al2Al3O12
2730,mixed,BiY2Al2Al3O12
2731,mixed,BiY2Al2Al3O12
2732,mixed,BiY2Al2Al3O12
2733,mixed,BiY2Al2Al3O12
2734,mixed,BiY2Al2Al3O12
2735,mixed,BiY2Al2Al3O12
2736,mixed,BiY2Al2Al3O12
2737,mixed,BiY2Al2Al3O12
2738,mixed,BiY2Al2Al3O12
2739,mixed,BiY2Al2Al3O12
2740,mixed,LuNa2Sb2Al3O12
2741,mixed,LuNa2Sb2Al3O12
2742,mixed,LuNa2Sb2Al3O12
2743,mixed,LuNa2Sb2Al3O12
2744,mixed,LuNa2Sb2Al3O12
2745,mixed,LuNa2Sb2Al3O12
2746,mixed,LuNa2Sb2Al3O12
2747,mixed,LuNa2Sb2Al3O12
2748,mixed,LuNa2Sb2Al3O12
2749,mixed,LuNa2Sb2Al3O12
2750,mixed,LuNa2Sb2Al3O12
2751,mixed,LuNa2Sb2Al3O12
2752,mixed,LuNa2Sb2Al3O12
2753,mixed,LuNa2Sb2Al3O12
2754,mixed,LuNa2Sb2Al3O12
2755,mixed,LuNa2Sb2Al3O12
2756,mixed,LuNa2Sb2Al3O12
2757,mixed,LuNa2Sb2Al3O12
2758,mixed,LuNa2Sb2Al3O12
2759,mixed,LuNa2Sb2Al3O12
2760,mixed,PrNa2Ta2Al3O12
2761,mixed,PrNa2Ta2Al3O12
2762,mixed,PrNa2Ta2Al3O12
2763,mixed,PrNa2Ta2Al3O12
2764,mixed,PrNa2Ta2Al3O12
2765,mixed,PrNa2Ta2Al3O12
2766,mixed,PrNa2Ta2Al3O12
2767,mixed,PrNa2Ta2Al3O12
2768,mixed,PrNa2Ta2Al3O12
2769,mixed,PrNa2Ta2Al3O12
2770,mixed,PrNa2Ta2Al3O12
2771,mixed,PrNa2Ta2Al3O12
2772,mixed,PrNa2Ta2Al3O12
2773,mixed,PrNa2Ta2Al3O12
2774,mixed,PrNa2Ta2Al3O12
2775,mixed,PrNa2Ta2Al3O12
2776,mixed,PrNa2Ta2Al3O12
2777,mixed,PrNa2Ta2Al3O12
2778,mixed,PrNa2Ta2Al3O12
2779,mixed,PrNa2Ta2Al3O12
2780,mixed,SmSr2Ge2Ga3O12
2781,mixed,SmSr2Ge2Ga3O12
2782,mixed,SmSr2Ge2Ga3O12
2783,mixed,SmSr2Ge2Ga3O12
2784,mixed,SmSr2Ge2Ga3O12
2785,mixed,SmSr2Ge2Ga3O12
2786,mixed,SmSr2Ge2Ga3O12
2787,mixed,SmSr2Ge2Ga3O12
2788,mixed,SmSr2Ge2Ga3O12
2789,mixed,SmSr2Ge2Ga3O12
2790,mixed,SmSr2Ge2Ga3O12
2791,mixed,SmSr2Ge2Ga3O12
2792,mixed,SmSr2Ge2Ga3O12
2793,mixed,SmSr2Ge2Ga3O12
2794,mixed,SmSr2Ge2Ga3O12
2795,mixed,SmSr2Ge2Ga3O12
2796,mixed,SmSr2Ge2Ga3O12
2797,mixed,SmSr2Ge2Ga3O12
2798,mixed,SmSr2Ge2Ga3O12
2799,mixed,SmSr2Ge2Ga3O12
2800,mixed,SrMg2Al2Si3O12
2801,mixed,SrMg2Al2Si3O12
2802,mixed,SrMg2Al2Si3O12
2803,mixed,SrMg2Al2Si3O12
2804,mixed,SrMg2Al2Si3O12
2805,mixed,SrMg2Al2Si3O12
2806,mixed,SrMg2Al2Si3O12
2807,mixed,SrMg2Al2Si3O12
2808,mixed,SrMg2Al2Si3O12
2809,mixed,SrMg2Al2Si3O12
2810,mixed,SrMg2Al2Si3O12
2811,mixed,SrMg2Al2Si3O12
2812,mixed,SrMg2Al2Si3O12
2813,mixed,SrMg2Al2Si3O12
2814,mixed,SrMg2Al2Si3O12
2815,mixed,SrMg2Al2Si3O12
2816,mixed,SrMg2Al2Si3O12
2817,mixed,SrMg2Al2Si3O12
2818,mixed,SrMg2Al2Si3O12
2819,mixed,SrMg2Al2Si3O12
2820,mixed,SrBa2Al2Si3O12
2821,mixed,SrBa2Al2Si3O12
2822,mixed,SrBa2Al2Si3O12
2823,mixed,SrBa2Al2Si3O12
2824,mixed,SrBa2Al2Si3O12
2825,mixed,SrBa2Al2Si3O12
2826,mixed,SrBa2Al2Si3O12
2827,mixed,SrBa2Al2Si3O12
2828,mixed,SrBa2Al2Si3O12
2829,mixed,SrBa2Al2Si3O12
2830,mixed,SrBa2Al2Si3O12
2831,mixed,SrBa2Al2Si3O12
2832,mixed,SrBa2Al2Si3O12
2833,mixed,SrBa2Al2Si3O12
2834,mixed,SrBa2Al2Si3O12
2835,mixed,SrBa2Al2Si3O12
2836,mixed,SrBa2Al2Si3O12
2837,mixed,SrBa2Al2Si3O12
2838,mixed,SrBa2Al2Si3O12
2839,mixed,SrBa2Al2Si3O12
2840,mixed,PrNa2Zn2P3O12
2841,mixed,PrNa2Zn2P3O12
2842,mixed,PrNa2Zn2P3O12
2843,mixed,PrNa2Zn2P3O12
2844,mixed,PrNa2Zn2P3O12
2845,mixed,PrNa2Zn2P3O12
2846,mixed,PrNa2Zn2P3O12
2847,mixed,PrNa2Zn2P3O12
2848,mixed,PrNa2Zn2P3O12
2849,mixed,PrNa2Zn2P3O12
2850,mixed,PrNa2Zn2P3O12
2851,mixed,PrNa2Zn2P3O12
2852,mixed,PrNa2Zn2P3O12
2853,mixed,PrNa2Zn2P3O12
2854,mixed,PrNa2Zn2P3O12
2855,mixed,PrNa2Zn2P3O12
2856,mixed,PrNa2Zn2P3O12
2857,mixed,PrNa2Zn2P3O12
2858,mixed,PrNa2Zn2P3O12
2859,mixed,PrNa2Zn2P3O12
2860,mixed,TbCa2Sn2Ga3O12
2861,mixed,TbCa2Sn2Ga3O12
2862,mixed,TbCa2Sn2Ga3O12
2863,mixed,TbCa2Sn2Ga3O12
2864,mixed,TbCa2Sn2Ga3O12
2865,mixed,TbCa2Sn2Ga3O12
2866,mixed,TbCa2Sn2Ga3O12
2867,mixed,TbCa2Sn2Ga3O12
2868,mixed,TbCa2Sn2Ga3O12
2869,mixed,TbCa2Sn2Ga3O12
2870,mixed,TbCa2Sn2Ga3O12
2871,mixed,TbCa2Sn2Ga3O12
